State_x,Year,Annual_Rainfall,Avg_Temperature,State_y,Total_Production,Temp_Level,Avg_Rainfall_State,Rainfall_Deviation,Log_Production
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Assam,157506193.0,High,2890.446050096339,-190.74605009633933,18.874975342440802
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Bihar,14905938.0,High,2890.446050096339,-190.74605009633933,16.51727028210358
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Chandigarh,7840.0,High,2890.446050096339,-190.74605009633933,8.967121656230923
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Dadra and Nagar Haveli,157743.0,High,2890.446050096339,-190.74605009633933,11.968728744814822
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Gujarat,24373100.0,High,2890.446050096339,-190.74605009633933,17.008990664120915
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Haryana,22831302.0,High,2890.446050096339,-190.74605009633933,16.94364309090272
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Himachal Pradesh,1479272.0,High,2890.446050096339,-190.74605009633933,14.207061308837872
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Jammu and Kashmir ,935027.2,High,2890.446050096339,-190.74605009633933,13.748331968243814
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Karnataka,52979643.0,High,2890.446050096339,-190.74605009633933,17.78541832226882
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Kerala,5684573362.0,High,2890.446050096339,-190.74605009633933,22.46102191524662
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Madhya Pradesh,25430539.2,High,2890.446050096339,-190.74605009633933,17.0514613797995
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Maharashtra,71473153.0,High,2890.446050096339,-190.74605009633933,18.08483246862681
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Manipur,464030.0,High,2890.446050096339,-190.74605009633933,13.047706639321508
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Meghalaya,572398.0,High,2890.446050096339,-190.74605009633933,13.257591579632859
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Mizoram,112858.0,High,2890.446050096339,-190.74605009633933,11.6338945309487
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Nagaland,377252.0,High,2890.446050096339,-190.74605009633933,12.840671328884758
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Odisha,10003680.0,High,2890.446050096339,-190.74605009633933,16.118463683226135
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Puducherry,28142797.0,High,2890.446050096339,-190.74605009633933,17.152802036121898
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Punjab,32990710.0,High,2890.446050096339,-190.74605009633933,17.311736594957974
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Rajasthan,15732525.0,High,2890.446050096339,-190.74605009633933,16.571240847011765
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Sikkim,101678.0,High,2890.446050096339,-190.74605009633933,11.529576071039207
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Tamil Nadu,56751077.0,High,2890.446050096339,-190.74605009633933,17.854185209740084
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Telangana ,10866997.0,High,2890.446050096339,-190.74605009633933,16.20124104800154
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Tripura,683528.0,High,2890.446050096339,-190.74605009633933,13.435024362922004
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,Uttar Pradesh,162992482.0,High,2890.446050096339,-190.74605009633933,18.90921464114322
ANDAMAN & NICOBAR ISLANDS,1999,2699.7,29.80916666666667,West Bengal,32618193.7,High,2890.446050096339,-190.74605009633933,17.300380810278003
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Andaman and Nicobar Islands,89060914.0,High,2890.446050096339,-127.34605009633924,18.304831131777657
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Andhra Pradesh,1109120354.0,High,2890.446050096339,-127.34605009633924,20.82683306512498
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Arunachal Pradesh,332942.0,High,2890.446050096339,-127.34605009633924,12.715726583139952
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Assam,143323978.0,High,2890.446050096339,-127.34605009633924,18.780618213063367
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Bihar,19470553.1,High,2890.446050096339,-127.34605009633924,16.78441383611138
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Chandigarh,6513.5,High,2890.446050096339,-127.34605009633924,8.781785740642986
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Chhattisgarh,3125107.0,High,2890.446050096339,-127.34605009633924,14.954979400555455
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Dadra and Nagar Haveli,132505.0,High,2890.446050096339,-127.34605009633924,11.794383206402037
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Gujarat,20412100.0,High,2890.446050096339,-127.34605009633924,16.83163846922352
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Haryana,23240500.0,High,2890.446050096339,-127.34605009633924,16.96140704737483
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Himachal Pradesh,1132651.6,High,2890.446050096339,-127.34605009633924,13.940072873398746
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Jammu and Kashmir ,1136025.0,High,2890.446050096339,-127.34605009633924,13.943046765325267
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Karnataka,60406199.1,High,2890.446050096339,-127.34605009633924,17.916602308299076
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Kerala,5540246958.0,High,2890.446050096339,-127.34605009633924,22.435304914148883
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Madhya Pradesh,16494257.0,High,2890.446050096339,-127.34605009633924,16.618522878304756
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Maharashtra,63604510.0,High,2890.446050096339,-127.34605009633924,17.968194953468057
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Manipur,485940.0,High,2890.446050096339,-127.34605009633924,13.0938424963362
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Meghalaya,610576.0,High,2890.446050096339,-127.34605009633924,13.322159690705792
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Mizoram,139656.0,High,2890.446050096339,-127.34605009633924,11.846944695430375
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Nagaland,462130.0,High,2890.446050096339,-127.34605009633924,13.043603679654783
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Odisha,7137292.6,High,2890.446050096339,-127.34605009633924,15.780844214840013
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Puducherry,25032723.0,High,2890.446050096339,-127.34605009633924,17.03569448689118
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Punjab,34304260.0,High,2890.446050096339,-127.34605009633924,17.350780131825832
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Rajasthan,14336880.9,High,2890.446050096339,-127.34605009633924,16.478345928766842
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Sikkim,110590.0,High,2890.446050096339,-127.34605009633924,11.61359399043742
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Tamil Nadu,52089706.0,High,2890.446050096339,-127.34605009633924,17.76847792482554
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Telangana ,24807075.0,High,2890.446050096339,-127.34605009633924,17.026639493019108
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Tripura,740782.0,High,2890.446050096339,-127.34605009633924,13.515463013886647
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Uttar Pradesh,157907591.5,High,2890.446050096339,-127.34605009633924,18.877520562300386
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,Uttarakhand,8808423.0,High,2890.446050096339,-127.34605009633924,15.991219094282366
ANDAMAN & NICOBAR ISLANDS,2000,2763.1,29.735,West Bengal,31489433.8,High,2890.446050096339,-127.34605009633924,17.265162644361034
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Andaman and Nicobar Islands,89718700.0,High,2890.446050096339,190.35394990366103,18.312189789134294
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Andhra Pradesh,1139997283.0,High,2890.446050096339,190.35394990366103,20.854291716893837
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Arunachal Pradesh,340555.0,High,2890.446050096339,190.35394990366103,12.738334855072473
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Assam,170915049.0,High,2890.446050096339,190.35394990366103,18.956677207403335
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Bihar,20722017.0,High,2890.446050096339,190.35394990366103,16.84670736443548
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Chandigarh,6608.0,High,2890.446050096339,190.35394990366103,8.796187635470453
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Chhattisgarh,6036356.0,High,2890.446050096339,190.35394990366103,15.613311242250097
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Dadra and Nagar Haveli,132357.0,High,2890.446050096339,190.35394990366103,11.793265651616158
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Gujarat,25937700.0,High,2890.446050096339,190.35394990366103,17.071208105322754
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Haryana,24351100.0,High,2890.446050096339,190.35394990366103,17.008087622076427
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Himachal Pradesh,1646701.0,High,2890.446050096339,190.35394990366103,14.314285057755665
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Jammu and Kashmir ,1389015.0,High,2890.446050096339,190.35394990366103,14.14410614074861
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Karnataka,46602036.1,High,2890.446050096339,190.35394990366103,17.657154812732696
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Kerala,5483808705.0,High,2890.446050096339,190.35394990366103,22.42506571583531
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Madhya Pradesh,21684123.14,High,2890.446050096339,190.35394990366103,16.892090944304474
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Maharashtra,61239800.0,High,2890.446050096339,190.35394990366103,17.930307879238352
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Manipur,467120.0,High,2890.446050096339,190.35394990366103,13.054343603732658
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Meghalaya,543424.0,High,2890.446050096339,190.35394990366103,13.205646981541067
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Mizoram,141811.13,High,2890.446050096339,190.35394990366103,11.862258432439905
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Nagaland,616370.0,High,2890.446050096339,190.35394990366103,13.3316043339495
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Odisha,9175070.6,High,2890.446050096339,190.35394990366103,16.03200075568917
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Puducherry,22498447.0,High,2890.446050096339,190.35394990366103,16.928956887017794
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Punjab,35442600.0,High,2890.446050096339,190.35394990366103,17.383425072655974
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Rajasthan,19226639.1,High,2890.446050096339,190.35394990366103,16.77180738051046
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Sikkim,111682.0,High,2890.446050096339,190.35394990366103,11.623419780099594
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Tamil Nadu,41594747.2,High,2890.446050096339,190.35394990366103,17.54348447206959
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Telangana ,24654023.0,High,2890.446050096339,190.35394990366103,17.020450690565994
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Tripura,782062.0,High,2890.446050096339,190.35394990366103,13.569690578942298
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Uttar Pradesh,172562165.2,High,2890.446050096339,190.35394990366103,18.96626811328117
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,Uttarakhand,8923337.0,High,2890.446050096339,190.35394990366103,16.004180649801768
ANDAMAN & NICOBAR ISLANDS,2001,3080.8,30.05,West Bengal,34273236.8,High,2890.446050096339,190.35394990366103,17.34987536852419
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Andaman and Nicobar Islands,94387137.67,High,2890.446050096339,-270.34605009633924,18.36291537893128
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Andhra Pradesh,1171721782.0,High,2890.446050096339,-270.34605009633924,20.881740113401822
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Arunachal Pradesh,352726.0,High,2890.446050096339,-270.34605009633924,12.773449665604911
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Assam,167690531.0,High,2890.446050096339,-270.34605009633924,18.937630767238982
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Bihar,18863891.0,High,2890.446050096339,-270.34605009633924,16.752760176552062
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Chandigarh,5930.0,High,2890.446050096339,-270.34605009633924,8.687948111838727
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Chhattisgarh,3523270.0,High,2890.446050096339,-270.34605009633924,15.07490037744187
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Dadra and Nagar Haveli,174229.0,High,2890.446050096339,-270.34605009633924,12.068131544416952
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Gujarat,22769500.0,High,2890.446050096339,-270.34605009633924,16.940932522999613
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Haryana,25488900.0,High,2890.446050096339,-270.34605009633924,17.053753660475785
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Himachal Pradesh,1293192.0,High,2890.446050096339,-270.34605009633924,14.072624911889598
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Jammu and Kashmir ,1383096.5,High,2890.446050096339,-270.34605009633924,14.139836107077365
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Jharkhand,1458878.47,High,2890.446050096339,-270.34605009633924,14.193179212714758
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Karnataka,46322061.3,High,2890.446050096339,-270.34605009633924,17.651128913122182
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Kerala,5714479317.3,High,2890.446050096339,-270.34605009633924,22.466269022133595
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Madhya Pradesh,17513970.0,High,2890.446050096339,-270.34605009633924,16.678509463244733
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Maharashtra,58387990.0,High,2890.446050096339,-270.34605009633924,17.88262079309133
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Manipur,570162.0,High,2890.446050096339,-270.34605009633924,13.25367756384284
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Meghalaya,752684.0,High,2890.446050096339,-270.34605009633924,13.531402092565783
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Mizoram,145067.0,High,2890.446050096339,-270.34605009633924,11.884957876989992
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Nagaland,606958.0,High,2890.446050096339,-270.34605009633924,13.316216522455571
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Odisha,5337483.2,High,2890.446050096339,-270.34605009633924,15.490264976327282
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Puducherry,24252540.0,High,2890.446050096339,-270.34605009633924,17.004031953363512
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Punjab,33769100.0,High,2890.446050096339,-270.34605009633924,17.335056770745922
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Rajasthan,10388868.5,High,2890.446050096339,-270.34605009633924,16.156245550610794
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Sikkim,199010.0,High,2890.446050096339,-270.34605009633924,12.201115378560855
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Tamil Nadu,39201436.2,High,2890.446050096339,-270.34605009633924,17.484223967353916
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Telangana ,22341317.0,High,2890.446050096339,-270.34605009633924,16.921948347179292
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Tripura,811771.0,High,2890.446050096339,-270.34605009633924,13.606974791538095
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Uttar Pradesh,170060872.0,High,2890.446050096339,-270.34605009633924,18.951667007391045
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,Uttarakhand,9483396.0,High,2890.446050096339,-270.34605009633924,16.06505314337848
ANDAMAN & NICOBAR ISLANDS,2002,2620.1,30.3325,West Bengal,33218095.5,High,2890.446050096339,-270.34605009633924,17.31860536068834
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Andaman and Nicobar Islands,95296454.67,High,2890.446050096339,-534.7460500963393,18.372503176642155
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Andhra Pradesh,1209745692.0,High,2890.446050096339,-534.7460500963393,20.913676003391647
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Arunachal Pradesh,358795.0,High,2890.446050096339,-534.7460500963393,12.790509260832618
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Assam,161843811.0,High,2890.446050096339,-534.7460500963393,18.9021423046739
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Bihar,18985829.0,High,2890.446050096339,-534.7460500963393,16.759203469417713
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Chandigarh,4605.0,High,2890.446050096339,-534.7460500963393,8.43511508038063
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Chhattisgarh,6746076.01,High,2890.446050096339,-534.7460500963393,15.724471710192296
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Dadra and Nagar Haveli,136810.0,High,2890.446050096339,-534.7460500963393,11.826355690294653
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Gujarat,33688400.0,High,2890.446050096339,-534.7460500963393,17.33266415210143
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Haryana,25441560.0,High,2890.446050096339,-534.7460500963393,17.051894654616635
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Himachal Pradesh,1560518.0,High,2890.446050096339,-534.7460500963393,14.260529016203598
ANDAMAN & NICOBAR ISLANDS,2003,2355.7,29.72833333333333,Jammu and Kashmir ,1606236.4,High,2890.446050096339,-534.7460500963393,14.289404983236922
