State,Year,Annual_Rainfall
SUB HIMALAYAN WEST BENGAL & SIKKIM,1960,2610.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1961,2304.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1962,2521.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1963,2604.7999999999997
SUB HIMALAYAN WEST BENGAL & SIKKIM,1964,2981.5000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1965,2762.7999999999997
SUB HIMALAYAN WEST BENGAL & SIKKIM,1966,2515.4000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1967,2860.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1968,3378.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1969,2424.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1970,2702.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1971,3226.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1972,2414.6000000000004
SUB HIMALAYAN WEST BENGAL & SIKKIM,1973,2804.6000000000004
SUB HIMALAYAN WEST BENGAL & SIKKIM,1974,3341.5000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1975,2663.7999999999997
SUB HIMALAYAN WEST BENGAL & SIKKIM,1976,2794.0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1977,2906.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1978,2377.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1979,2511.6999999999994
SUB HIMALAYAN WEST BENGAL & SIKKIM,1980,3148.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1981,2969.2999999999997
SUB HIMALAYAN WEST BENGAL & SIKKIM,1982,2337.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1983,2838.7000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,1984,2748.3999999999996
SUB HIMALAYAN WEST BENGAL & SIKKIM,1985,3037.9000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1986,2365.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1987,3185.4999999999995
SUB HIMALAYAN WEST BENGAL & SIKKIM,1988,3141.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1989,2854.5999999999995
SUB HIMALAYAN WEST BENGAL & SIKKIM,1990,3565.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1991,3072.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1992,2358.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1993,2895.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1994,2127.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1995,3557.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1996,2800.2000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,1997,2551.4000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1998,3655.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1999,3323.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2000,2908.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,2001,2612.6000000000004
SUB HIMALAYAN WEST BENGAL & SIKKIM,2002,2546.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,2003,2723.0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2004,2714.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2005,2807.7000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,2006,2262.1000000000004
SUB HIMALAYAN WEST BENGAL & SIKKIM,2007,2638.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2008,2689.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2009,2324.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2010,2612.4999999999995
SUB HIMALAYAN WEST BENGAL & SIKKIM,2011,2418.7999999999997
SUB HIMALAYAN WEST BENGAL & SIKKIM,2012,2632.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2013,2406.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,2014,2322.5000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,2015,2518.5
GANGETIC WEST BENGAL,1901,1487.7
GANGETIC WEST BENGAL,1902,1347.6000000000001
GANGETIC WEST BENGAL,1903,1354.3000000000002
GANGETIC WEST BENGAL,1904,1383.0999999999997
GANGETIC WEST BENGAL,1905,1667.0
GANGETIC WEST BENGAL,1906,1395.5
GANGETIC WEST BENGAL,1907,1337.1
GANGETIC WEST BENGAL,1908,1399.8
GANGETIC WEST BENGAL,1909,1697.7
GANGETIC WEST BENGAL,1910,1385.9
GANGETIC WEST BENGAL,1911,1264.8999999999999
GANGETIC WEST BENGAL,1912,1347.4
GANGETIC WEST BENGAL,1913,1826.8
GANGETIC WEST BENGAL,1914,1383.8000000000004
GANGETIC WEST BENGAL,1915,1310.3
GANGETIC WEST BENGAL,1916,1600.5
GANGETIC WEST BENGAL,1917,1775.7
GANGETIC WEST BENGAL,1918,1395.3
GANGETIC WEST BENGAL,1919,1482.3000000000002
GANGETIC WEST BENGAL,1920,1363.5
GANGETIC WEST BENGAL,1921,1300.2000000000003
GANGETIC WEST BENGAL,1922,1655.7
GANGETIC WEST BENGAL,1923,1285.2
GANGETIC WEST BENGAL,1924,1266.5
GANGETIC WEST BENGAL,1925,1273.7
GANGETIC WEST BENGAL,1926,1705.2
GANGETIC WEST BENGAL,1927,1190.6999999999998
GANGETIC WEST BENGAL,1928,1625.0
GANGETIC WEST BENGAL,1929,1557.4
GANGETIC WEST BENGAL,1930,1380.9999999999998
GANGETIC WEST BENGAL,1931,1475.7
GANGETIC WEST BENGAL,1932,1306.8
GANGETIC WEST BENGAL,1933,1867.1
GANGETIC WEST BENGAL,1934,1117.6000000000001
GANGETIC WEST BENGAL,1935,1015.1
GANGETIC WEST BENGAL,1936,1505.7
GANGETIC WEST BENGAL,1937,1522.5000000000002
GANGETIC WEST BENGAL,1938,1337.8000000000002
GANGETIC WEST BENGAL,1939,1698.4999999999998
GANGETIC WEST BENGAL,1940,1358.6999999999998
GANGETIC WEST BENGAL,1941,1801.1000000000001
GANGETIC WEST BENGAL,1942,1615.6999999999998
GANGETIC WEST BENGAL,1943,1446.3
GANGETIC WEST BENGAL,1944,1406.3999999999999
GANGETIC WEST BENGAL,1945,1271.4999999999998
GANGETIC WEST BENGAL,1946,1714.1999999999998
GANGETIC WEST BENGAL,1947,1363.1000000000001
GANGETIC WEST BENGAL,1948,1531.9999999999998
GANGETIC WEST BENGAL,1949,1493.5
GANGETIC WEST BENGAL,1950,1615.8000000000002
GANGETIC WEST BENGAL,1951,1214.0
GANGETIC WEST BENGAL,1952,1395.6999999999998
GANGETIC WEST BENGAL,1953,1505.8
GANGETIC WEST BENGAL,1954,1080.0
GANGETIC WEST BENGAL,1955,1268.3000000000002
GANGETIC WEST BENGAL,1956,1714.2
GANGETIC WEST BENGAL,1957,1130.6000000000001
GANGETIC WEST BENGAL,1958,1151.1000000000001
GANGETIC WEST BENGAL,1959,1812.6000000000001
GANGETIC WEST BENGAL,1960,1245.4999999999998
GANGETIC WEST BENGAL,1961,1290.4999999999998
GANGETIC WEST BENGAL,1962,1173.3999999999999
GANGETIC WEST BENGAL,1963,1289.6
GANGETIC WEST BENGAL,1964,1278.4
GANGETIC WEST BENGAL,1965,1263.8999999999999
GANGETIC WEST BENGAL,1966,1118.7
GANGETIC WEST BENGAL,1967,1348.4
GANGETIC WEST BENGAL,1968,1597.8
GANGETIC WEST BENGAL,1969,1404.1000000000004
GANGETIC WEST BENGAL,1970,1648.3999999999999
GANGETIC WEST BENGAL,1971,2099.8
GANGETIC WEST BENGAL,1972,1333.2
GANGETIC WEST BENGAL,1973,1735.1
GANGETIC WEST BENGAL,1974,1470.6
GANGETIC WEST BENGAL,1975,1466.1999999999998
GANGETIC WEST BENGAL,1976,1240.6
GANGETIC WEST BENGAL,1977,1840.5999999999997
GANGETIC WEST BENGAL,1978,1872.7
GANGETIC WEST BENGAL,1979,1157.8000000000002
GANGETIC WEST BENGAL,1980,1520.8
GANGETIC WEST BENGAL,1981,1909.0999999999997
GANGETIC WEST BENGAL,1982,1111.0
GANGETIC WEST BENGAL,1983,1463.6
GANGETIC WEST BENGAL,1984,1831.7
GANGETIC WEST BENGAL,1985,1413.5
GANGETIC WEST BENGAL,1986,1790.8
GANGETIC WEST BENGAL,1987,1591.5
GANGETIC WEST BENGAL,1988,1681.5
GANGETIC WEST BENGAL,1989,1626.1999999999998
GANGETIC WEST BENGAL,1990,1961.3000000000002
GANGETIC WEST BENGAL,1991,1609.3
GANGETIC WEST BENGAL,1992,1414.6
GANGETIC WEST BENGAL,1993,1759.7000000000003
GANGETIC WEST BENGAL,1994,1530.7999999999997
GANGETIC WEST BENGAL,1995,1936.1000000000001
GANGETIC WEST BENGAL,1996,1504.1
GANGETIC WEST BENGAL,1997,1657.9
GANGETIC WEST BENGAL,1998,1632.8
GANGETIC WEST BENGAL,1999,1957.0
GANGETIC WEST BENGAL,2000,1571.9999999999998
GANGETIC WEST BENGAL,2001,1540.7
GANGETIC WEST BENGAL,2002,1613.4
GANGETIC WEST BENGAL,2003,1496.7
GANGETIC WEST BENGAL,2004,1569.3999999999999
GANGETIC WEST BENGAL,2005,1604.8000000000002
GANGETIC WEST BENGAL,2006,1660.4
GANGETIC WEST BENGAL,2007,1941.4999999999998
GANGETIC WEST BENGAL,2008,1555.3999999999999
GANGETIC WEST BENGAL,2009,1314.9
GANGETIC WEST BENGAL,2010,1064.9
GANGETIC WEST BENGAL,2011,1686.4000000000003
GANGETIC WEST BENGAL,2012,1268.0
GANGETIC WEST BENGAL,2013,1764.0
GANGETIC WEST BENGAL,2014,1261.2999999999997
GANGETIC WEST BENGAL,2015,1530.2
ORISSA,1901,1284.1999999999998
ORISSA,1902,1348.9
ORISSA,1903,1568.2
ORISSA,1904,1514.7999999999997
ORISSA,1905,1357.3000000000004
ORISSA,1906,1408.2000000000003
ORISSA,1907,1447.2
ORISSA,1908,1430.6000000000001
ORISSA,1909,1535.2999999999997
ORISSA,1910,1598.5000000000002
ORISSA,1911,1417.3
ORISSA,1912,1397.2
ORISSA,1913,1544.3000000000002
ORISSA,1914,1598.6000000000001
ORISSA,1915,1436.8999999999999
ORISSA,1916,1479.4999999999998
ORISSA,1917,1850.0000000000002
ORISSA,1918,1297.4999999999998
ORISSA,1919,1757.9
ORISSA,1920,1402.4999999999998
ORISSA,1921,1324.1000000000001
ORISSA,1922,1466.6000000000001
ORISSA,1923,1258.6
ORISSA,1924,1263.4999999999998
ORISSA,1925,1807.8999999999999
ORISSA,1926,1535.6999999999998
ORISSA,1927,1525.6000000000001
ORISSA,1928,1585.5
ORISSA,1929,1637.8
ORISSA,1930,1446.1000000000001
ORISSA,1931,1477.0000000000002
ORISSA,1932,1440.2
ORISSA,1933,1850.9999999999998
ORISSA,1934,1488.8999999999999
ORISSA,1935,1219.2999999999997
ORISSA,1936,1875.9
ORISSA,1937,1567.3999999999999
ORISSA,1938,1441.6000000000001
ORISSA,1939,1563.6
ORISSA,1940,1687.6999999999998
ORISSA,1941,1435.3
ORISSA,1942,1448.0000000000002
ORISSA,1943,1586.5
ORISSA,1944,1608.2
ORISSA,1945,1538.6000000000001
ORISSA,1946,1614.8999999999999
ORISSA,1947,1410.8999999999996
ORISSA,1948,1333.9
ORISSA,1949,1348.8999999999996
ORISSA,1950,1392.7999999999997
ORISSA,1951,1396.2999999999997
ORISSA,1952,1516.8999999999999
ORISSA,1953,1437.8
ORISSA,1954,1208.0
ORISSA,1955,1597.0999999999997
ORISSA,1956,1885.4
ORISSA,1957,1277.4999999999998
ORISSA,1958,1624.0
ORISSA,1959,1495.8
ORISSA,1960,1593.0
ORISSA,1961,1945.2
ORISSA,1962,1346.6000000000001
ORISSA,1963,1562.1000000000004
ORISSA,1964,1354.4999999999998
ORISSA,1965,1174.6000000000001
ORISSA,1966,1286.9000000000003
ORISSA,1967,1427.5
ORISSA,1968,1464.1
ORISSA,1969,1283.1000000000001
ORISSA,1970,1412.3000000000002
ORISSA,1971,1596.8000000000002
ORISSA,1972,1325.0
ORISSA,1973,1573.5
ORISSA,1974,987.0
ORISSA,1975,1392.0
ORISSA,1976,1179.0
ORISSA,1977,1477.9
ORISSA,1978,1438.8999999999996
ORISSA,1979,995.9999999999999
ORISSA,1980,1462.8999999999999
ORISSA,1981,1295.6000000000001
ORISSA,1982,1258.5999999999997
ORISSA,1983,1432.1000000000001
ORISSA,1984,1377.4
ORISSA,1985,1607.2999999999997
ORISSA,1986,1559.9
ORISSA,1987,1097.7
ORISSA,1988,1306.8999999999999
ORISSA,1989,1299.6999999999998
ORISSA,1990,1905.1
ORISSA,1991,1472.6000000000001
ORISSA,1992,1329.4
ORISSA,1993,1448.1000000000001
ORISSA,1994,1744.6999999999996
ORISSA,1995,1614.0000000000002
ORISSA,1996,1061.6000000000004
ORISSA,1997,1504.6
ORISSA,1998,1357.2
ORISSA,1999,1484.4
ORISSA,2000,1097.1999999999998
ORISSA,2001,1672.5
ORISSA,2002,1102.8
ORISSA,2003,1648.2
ORISSA,2004,1290.3999999999999
ORISSA,2005,1503.4
ORISSA,2006,1716.9
ORISSA,2007,1633.8000000000002
ORISSA,2008,1538.9999999999998
ORISSA,2009,1330.3
ORISSA,2010,1292.1999999999998
ORISSA,2011,1346.3000000000002
ORISSA,2012,1405.8999999999999
ORISSA,2013,1632.3
ORISSA,2014,1537.0
ORISSA,2015,1210.0
JHARKHAND,1901,1274.5
JHARKHAND,1902,1197.6000000000001
JHARKHAND,1903,1174.3
JHARKHAND,1904,1480.8
JHARKHAND,1905,1354.7
JHARKHAND,1906,1314.2999999999997
JHARKHAND,1907,1455.6
JHARKHAND,1908,1214.1999999999998
JHARKHAND,1909,1447.9
JHARKHAND,1910,1297.4
JHARKHAND,1911,1475.4
JHARKHAND,1912,1142.8
JHARKHAND,1913,1585.7999999999997
JHARKHAND,1914,1215.4
JHARKHAND,1915,1102.2
JHARKHAND,1916,1364.3000000000002
JHARKHAND,1917,1724.3000000000004
JHARKHAND,1918,1162.7
JHARKHAND,1919,1633.4000000000003
JHARKHAND,1920,1415.0000000000002
JHARKHAND,1921,1233.7
JHARKHAND,1922,1443.2
JHARKHAND,1923,1431.8
JHARKHAND,1924,1431.9
JHARKHAND,1925,1327.6000000000001
JHARKHAND,1926,1478.4
JHARKHAND,1927,1283.1000000000001
JHARKHAND,1928,1384.0
JHARKHAND,1929,1611.5000000000002
JHARKHAND,1930,1434.0
JHARKHAND,1931,1350.5000000000002
JHARKHAND,1932,1193.7
JHARKHAND,1933,1535.6999999999998
JHARKHAND,1934,1197.4
JHARKHAND,1935,1151.6
JHARKHAND,1936,1664.3999999999999
JHARKHAND,1937,1450.4
JHARKHAND,1938,1229.7
JHARKHAND,1939,1519.7999999999997
JHARKHAND,1940,1231.8999999999999
JHARKHAND,1941,1513.5999999999997
JHARKHAND,1942,1589.0
JHARKHAND,1943,1556.1
JHARKHAND,1944,1386.5
JHARKHAND,1945,1308.7
JHARKHAND,1946,1553.1999999999996
JHARKHAND,1947,1234.6000000000001
JHARKHAND,1948,1402.7000000000003
JHARKHAND,1949,1436.7000000000003
JHARKHAND,1950,1392.8999999999999
JHARKHAND,1951,1071.6000000000001
JHARKHAND,1952,1387.3000000000002
JHARKHAND,1953,1509.4
JHARKHAND,1954,1059.4999999999998
JHARKHAND,1955,1080.8
JHARKHAND,1956,1555.7
JHARKHAND,1957,1377.4
JHARKHAND,1958,1180.5
JHARKHAND,1959,1599.8999999999999
JHARKHAND,1960,1248.8
JHARKHAND,1961,1560.6
JHARKHAND,1962,1047.7
JHARKHAND,1963,1314.8999999999999
JHARKHAND,1964,1150.4
JHARKHAND,1965,1012.4
JHARKHAND,1966,879.6999999999999
JHARKHAND,1967,1225.2999999999997
JHARKHAND,1968,1293.2
JHARKHAND,1969,1158.1
JHARKHAND,1970,1291.4
JHARKHAND,1971,1898.7
JHARKHAND,1972,996.2
JHARKHAND,1973,1441.2
JHARKHAND,1974,1126.9999999999998
JHARKHAND,1975,1361.4999999999998
JHARKHAND,1976,1191.7
JHARKHAND,1977,1521.5
JHARKHAND,1978,1556.3
JHARKHAND,1979,882.8000000000001
JHARKHAND,1980,1340.3999999999996
JHARKHAND,1981,1167.2
JHARKHAND,1982,1085.3
JHARKHAND,1983,1261.8000000000002
JHARKHAND,1984,1529.8
JHARKHAND,1985,1240.3000000000002
JHARKHAND,1986,1335.5000000000002
JHARKHAND,1987,1332.7000000000005
JHARKHAND,1988,1153.6
JHARKHAND,1989,1148.8999999999999
JHARKHAND,1990,1404.5
JHARKHAND,1991,1251.0000000000002
JHARKHAND,1992,933.1999999999999
JHARKHAND,1993,1203.9999999999998
JHARKHAND,1994,1579.3999999999999
JHARKHAND,1995,1366.6
JHARKHAND,1996,1191.6000000000001
JHARKHAND,1997,1461.2999999999997
JHARKHAND,1998,1353.7
JHARKHAND,1999,1586.8999999999999
JHARKHAND,2000,1191.5000000000002
JHARKHAND,2001,1254.5
JHARKHAND,2002,1034.8999999999999
JHARKHAND,2003,1244.9
JHARKHAND,2004,1136.7999999999997
JHARKHAND,2005,960.4999999999999
JHARKHAND,2006,1459.3
JHARKHAND,2007,1437.3
JHARKHAND,2008,1325.4
JHARKHAND,2009,996.3000000000002
JHARKHAND,2010,697.1
JHARKHAND,2011,1374.5999999999997
JHARKHAND,2012,1064.8999999999999
JHARKHAND,2013,1253.5
JHARKHAND,2014,1156.6000000000001
JHARKHAND,2015,1081.8000000000002
BIHAR,1901,952.3999999999999
BIHAR,1902,1206.1999999999998
BIHAR,1903,1016.4000000000001
BIHAR,1904,1269.6999999999998
BIHAR,1905,1498.6
BIHAR,1906,1265.1000000000001
BIHAR,1907,1126.3999999999996
BIHAR,1908,737.4999999999999
BIHAR,1909,1390.5999999999997
BIHAR,1910,1398.4
BIHAR,1911,1449.0
BIHAR,1912,1129.3999999999999
BIHAR,1913,1529.8999999999999
BIHAR,1914,1059.8999999999999
BIHAR,1915,1349.4999999999998
BIHAR,1916,1504.6000000000001
BIHAR,1917,1334.0000000000002
BIHAR,1918,1411.6
BIHAR,1919,1252.6
BIHAR,1920,1123.8
BIHAR,1921,1272.4
BIHAR,1922,1449.2
BIHAR,1923,982.6999999999999
BIHAR,1924,1456.2
BIHAR,1925,1191.5
BIHAR,1926,1121.6999999999998
BIHAR,1927,1100.3
BIHAR,1928,1249.6
BIHAR,1929,1359.2000000000003
BIHAR,1930,1114.3000000000002
BIHAR,1931,1146.4
BIHAR,1932,927.0
BIHAR,1933,1392.6
BIHAR,1934,1226.3
BIHAR,1935,1240.2999999999997
BIHAR,1936,1572.5
BIHAR,1937,1306.3999999999999
BIHAR,1938,1506.6999999999998
BIHAR,1939,1243.2
BIHAR,1940,1088.2
BIHAR,1941,1222.9999999999998
BIHAR,1942,1252.6000000000001
BIHAR,1943,1169.8000000000002
BIHAR,1944,1228.8999999999999
BIHAR,1945,1242.8
BIHAR,1946,1393.8000000000002
BIHAR,1947,1092.1999999999998
BIHAR,1948,1299.3
BIHAR,1949,1444.4
BIHAR,1950,1124.5999999999997
BIHAR,1951,850.1999999999999
BIHAR,1952,1206.9000000000003
BIHAR,1953,1378.8000000000002
BIHAR,1954,1050.6
BIHAR,1955,1244.2999999999997
BIHAR,1956,1493.2999999999997
BIHAR,1957,966.8000000000001
BIHAR,1958,1167.5
BIHAR,1959,1179.7
BIHAR,1960,1247.8000000000002
BIHAR,1961,1257.9999999999998
BIHAR,1962,1178.0000000000002
BIHAR,1963,1326.2
BIHAR,1964,1122.3
BIHAR,1965,1002.8
BIHAR,1966,767.0
BIHAR,1967,999.7999999999998
BIHAR,1968,1140.0000000000002
BIHAR,1969,1288.4999999999998
BIHAR,1970,1074.6
BIHAR,1971,1432.5000000000002
BIHAR,1972,717.9000000000001
BIHAR,1973,1189.1
BIHAR,1974,1235.2
BIHAR,1975,1069.1000000000001
BIHAR,1976,1161.7
BIHAR,1977,1147.6999999999998
BIHAR,1978,1290.8
BIHAR,1979,1001.8
BIHAR,1980,1252.0000000000002
BIHAR,1981,1364.6000000000001
BIHAR,1982,933.6
BIHAR,1983,1104.3
BIHAR,1984,1426.2
BIHAR,1985,1454.9999999999998
BIHAR,1986,1322.1
BIHAR,1987,1660.5
BIHAR,1988,1337.5
BIHAR,1989,1269.8999999999999
BIHAR,1990,1239.2
BIHAR,1991,1045.8
BIHAR,1992,797.4999999999999
BIHAR,1993,1208.3999999999996
BIHAR,1994,969.3000000000001
BIHAR,1995,1112.0000000000002
BIHAR,1996,1107.3
BIHAR,1997,1303.6999999999998
BIHAR,1998,1332.6
BIHAR,1999,1402.6999999999998
BIHAR,2000,1206.9999999999998
BIHAR,2001,1247.1000000000001
BIHAR,2002,1105.8
BIHAR,2003,1353.8000000000002
BIHAR,2004,1147.6
BIHAR,2005,907.8000000000001
BIHAR,2006,1052.8
BIHAR,2007,1600.0999999999997
BIHAR,2008,1197.5999999999997
BIHAR,2009,889.5000000000001
BIHAR,2010,629.2
BIHAR,2011,1097.3
BIHAR,2012,1032.4
BIHAR,2013,1069.8000000000002
BIHAR,2014,1061.0
BIHAR,2015,872.7
EAST UTTAR PRADESH,1901,873.2
EAST UTTAR PRADESH,1902,905.2
EAST UTTAR PRADESH,1903,1216.4
EAST UTTAR PRADESH,1904,1071.3
EAST UTTAR PRADESH,1905,891.4999999999999
EAST UTTAR PRADESH,1906,997.5
EAST UTTAR PRADESH,1907,666.4000000000001
EAST UTTAR PRADESH,1908,744.6999999999999
EAST UTTAR PRADESH,1909,1106.6
EAST UTTAR PRADESH,1910,1116.3
EAST UTTAR PRADESH,1911,1113.8999999999999
EAST UTTAR PRADESH,1912,879.5000000000001
EAST UTTAR PRADESH,1913,861.6000000000001
EAST UTTAR PRADESH,1914,988.8000000000001
EAST UTTAR PRADESH,1915,1409.8
EAST UTTAR PRADESH,1916,1201.8
EAST UTTAR PRADESH,1917,1216.5
EAST UTTAR PRADESH,1918,650.6999999999999
EAST UTTAR PRADESH,1919,1023.5
EAST UTTAR PRADESH,1920,860.2
EAST UTTAR PRADESH,1921,1114.7999999999997
EAST UTTAR PRADESH,1922,1364.0
EAST UTTAR PRADESH,1923,1076.0
EAST UTTAR PRADESH,1924,1119.9999999999998
EAST UTTAR PRADESH,1925,1114.2
EAST UTTAR PRADESH,1926,989.3999999999999
EAST UTTAR PRADESH,1927,1031.1
EAST UTTAR PRADESH,1928,804.8000000000001
EAST UTTAR PRADESH,1929,1014.8999999999999
EAST UTTAR PRADESH,1930,1069.3999999999999
EAST UTTAR PRADESH,1931,1047.1
EAST UTTAR PRADESH,1932,738.5
EAST UTTAR PRADESH,1933,977.6
EAST UTTAR PRADESH,1934,1068.3000000000002
EAST UTTAR PRADESH,1935,919.8000000000001
EAST UTTAR PRADESH,1936,1545.4
EAST UTTAR PRADESH,1937,1035.3
EAST UTTAR PRADESH,1938,1374.1
EAST UTTAR PRADESH,1939,945.0
EAST UTTAR PRADESH,1940,867.0
EAST UTTAR PRADESH,1941,798.1000000000001
EAST UTTAR PRADESH,1942,1028.7
EAST UTTAR PRADESH,1943,1101.0
EAST UTTAR PRADESH,1944,1061.3999999999999
EAST UTTAR PRADESH,1945,980.5
EAST UTTAR PRADESH,1946,1038.9
EAST UTTAR PRADESH,1947,1006.3000000000001
EAST UTTAR PRADESH,1948,1323.0999999999997
EAST UTTAR PRADESH,1949,1131.1000000000001
EAST UTTAR PRADESH,1950,951.4000000000001
EAST UTTAR PRADESH,1951,752.6
EAST UTTAR PRADESH,1952,936.0
EAST UTTAR PRADESH,1953,1266.8
EAST UTTAR PRADESH,1954,969.6999999999999
EAST UTTAR PRADESH,1955,1424.2999999999997
EAST UTTAR PRADESH,1956,1254.1000000000001
EAST UTTAR PRADESH,1957,955.6999999999999
EAST UTTAR PRADESH,1958,1016.8999999999999
EAST UTTAR PRADESH,1959,869.2
EAST UTTAR PRADESH,1960,1170.0
EAST UTTAR PRADESH,1961,1214.1
EAST UTTAR PRADESH,1962,1072.0000000000002
EAST UTTAR PRADESH,1963,996.5
EAST UTTAR PRADESH,1964,1036.8
EAST UTTAR PRADESH,1965,685.5000000000001
EAST UTTAR PRADESH,1966,707.7
EAST UTTAR PRADESH,1967,1029.3000000000002
EAST UTTAR PRADESH,1968,839.8999999999999
EAST UTTAR PRADESH,1969,1024.6999999999998
EAST UTTAR PRADESH,1970,1132.3
EAST UTTAR PRADESH,1971,1311.1
EAST UTTAR PRADESH,1972,666.8
EAST UTTAR PRADESH,1973,955.6000000000001
EAST UTTAR PRADESH,1974,882.1
EAST UTTAR PRADESH,1975,1225.5
EAST UTTAR PRADESH,1976,923.5999999999998
EAST UTTAR PRADESH,1977,914.1
EAST UTTAR PRADESH,1978,1116.5
EAST UTTAR PRADESH,1979,696.5000000000001
EAST UTTAR PRADESH,1980,1488.6000000000001
EAST UTTAR PRADESH,1981,1110.3000000000002
EAST UTTAR PRADESH,1982,1110.6
EAST UTTAR PRADESH,1983,1205.0
EAST UTTAR PRADESH,1984,1076.6
EAST UTTAR PRADESH,1985,1175.9
EAST UTTAR PRADESH,1986,935.6
EAST UTTAR PRADESH,1987,824.6
EAST UTTAR PRADESH,1988,1085.1
EAST UTTAR PRADESH,1989,969.9
EAST UTTAR PRADESH,1990,1106.2
EAST UTTAR PRADESH,1991,875.3
EAST UTTAR PRADESH,1992,863.4
EAST UTTAR PRADESH,1993,833.8
EAST UTTAR PRADESH,1994,910.3000000000001
EAST UTTAR PRADESH,1995,860.2
EAST UTTAR PRADESH,1996,1010.3999999999999
EAST UTTAR PRADESH,1997,493.5000000000001
EAST UTTAR PRADESH,1998,660.9999999999999
EAST UTTAR PRADESH,1999,952.7000000000002
EAST UTTAR PRADESH,2000,946.9
EAST UTTAR PRADESH,2001,973.7999999999998
EAST UTTAR PRADESH,2002,689.2
EAST UTTAR PRADESH,2003,1096.2999999999997
EAST UTTAR PRADESH,2004,746.9000000000001
EAST UTTAR PRADESH,2005,770.1000000000001
EAST UTTAR PRADESH,2006,632.1
EAST UTTAR PRADESH,2007,741.3000000000001
EAST UTTAR PRADESH,2008,953.3000000000001
EAST UTTAR PRADESH,2009,609.9999999999999
EAST UTTAR PRADESH,2010,692.1
EAST UTTAR PRADESH,2011,781.2
EAST UTTAR PRADESH,2012,602.7
EAST UTTAR PRADESH,2013,1041.2
EAST UTTAR PRADESH,2014,701.2
EAST UTTAR PRADESH,2015,603.3
WEST UTTAR PRADESH,1901,776.0000000000001
WEST UTTAR PRADESH,1902,736.6000000000001
WEST UTTAR PRADESH,1903,808.4999999999999
WEST UTTAR PRADESH,1904,945.3000000000002
WEST UTTAR PRADESH,1905,433.4
WEST UTTAR PRADESH,1906,978.6000000000001
WEST UTTAR PRADESH,1907,589.6999999999999
WEST UTTAR PRADESH,1908,866.0999999999999
WEST UTTAR PRADESH,1909,903.0
WEST UTTAR PRADESH,1910,875.7
WEST UTTAR PRADESH,1911,751.7
WEST UTTAR PRADESH,1912,804.3
WEST UTTAR PRADESH,1913,495.19999999999993
WEST UTTAR PRADESH,1914,887.4999999999998
WEST UTTAR PRADESH,1915,802.5
WEST UTTAR PRADESH,1916,1114.2
WEST UTTAR PRADESH,1917,1120.1999999999998
WEST UTTAR PRADESH,1918,371.90000000000003
WEST UTTAR PRADESH,1919,968.9000000000002
WEST UTTAR PRADESH,1920,622.8
WEST UTTAR PRADESH,1921,992.2000000000002
WEST UTTAR PRADESH,1922,1000.8000000000001
WEST UTTAR PRADESH,1923,902.2
WEST UTTAR PRADESH,1924,1064.1000000000001
WEST UTTAR PRADESH,1925,943.8999999999999
WEST UTTAR PRADESH,1926,917.1
WEST UTTAR PRADESH,1927,934.2
WEST UTTAR PRADESH,1928,644.6000000000001
